PROGRAMA;CONCURSO;FOLIO;AGNOPOSTULACION;AGNOFALLO;RESPONSABLEPROYECTO;SEXO;ROLINSTITUCION;INSTITUCION1ERNIVEL;RUTINSTITUCION;PAISINSTITUCION;REGIONINSTITUCION
FONDEF;IV CONCURSO DE INVESTIGACION TECNOLOGICA FONDEF 2015;IT15I10036;2015;2016;BERNARDO RIFFO OCARES;HOMBRE;BENEFICIARIA PRINCIPAL;UNIVERSIDAD DE CONCEPCION;81494400-K;CHILE;REGION DEL BIO-BIO
FONDEF;IV CONCURSO DE INVESTIGACION TECNOLOGICA FONDEF 2015;IT15I10037;2015;2016;JOSE ALMAZAN CAMPILLAY;HOMBRE;BENEFICIARIA PRINCIPAL;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;81698900-0;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEF;IV CONCURSO DE INVESTIGACION TECNOLOGICA FONDEF 2015;IT15I10041;2015;2016;MAURICIO SOLAR FUENTES;HOMBRE;BENEFICIARIA ASOCIADA;UNIVERSIDAD DE CHILE;60910000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEF;IV CONCURSO DE INVESTIGACION TECNOLOGICA FONDEF 2015;IT15I10041;2015;2016;MAURICIO SOLAR FUENTES;HOMBRE;BENEFICIARIA PRINCIPAL;UNIVERSIDAD TECNICA FEDERCO SANTA MARIA;81668700-4;CHILE;REGION DE VALPARAISO
FONDEF;IV CONCURSO DE INVESTIGACION TECNOLOGICA FONDEF 2015;IT15I10042;2015;2016;TRUNG PHAM;HOMBRE;BENEFICIARIA PRINCIPAL;UNIVERSIDAD DE TALCA;70885500-6;CHILE;REGION DEL MAULE
FONDEF;IV CONCURSO DE INVESTIGACION TECNOLOGICA FONDEF 2015;IT15I10048;2015;2016;OMAR PORRAS ESPINOZA;HOMBRE;BENEFICIARIA PRINCIPAL;UNIVERSIDAD DE CHILE;60910000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEF;IV CONCURSO DE INVESTIGACION TECNOLOGICA FONDEF 2015;IT15I10050;2015;2016;FERNANDO ORDONEZ PIZARRO;HOMBRE;BENEFICIARIA PRINCIPAL;UNIVERSIDAD DE CHILE;60910000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEF;IV CONCURSO DE INVESTIGACION TECNOLOGICA FONDEF 2015;IT15I10053;2015;2016;LYDIA LERA MARQUES;MUJER;BENEFICIARIA PRINCIPAL;UNIVERSIDAD DE CHILE;60910000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEF;IV CONCURSO DE INVESTIGACION TECNOLOGICA FONDEF 2015;IT15I10066;2015;2016;MARIO LODY CORTES;HOMBRE;BENEFICIARIA PRINCIPAL;UNIVERSIDAD DE ANTOFAGASTA;70791800-4;CHILE;REGION DE ANTOFAGASTA
FONDEF;IV CONCURSO DE INVESTIGACION TECNOLOGICA FONDEF 2015;IT15I10070;2015;2016;MARTIN ADAMS;HOMBRE;BENEFICIARIA PRINCIPAL;UNIVERSIDAD DE CHILE;60910000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEF;IV CONCURSO DE INVESTIGACION TECNOLOGICA FONDEF 2015;IT15I10073;2015;2016;HOMERO URRUTIA BRIONES;HOMBRE;BENEFICIARIA PRINCIPAL;UNIVERSIDAD DE CONCEPCION;81494400-K;CHILE;REGION DEL BIO-BIO
FONDEF;IV CONCURSO DE INVESTIGACION TECNOLOGICA FONDEF 2015;IT15I10074;2015;2016;CLAUDIA ZUNIGA RIVAS;MUJER;BENEFICIARIA PRINCIPAL;UNIVERSIDAD DE CHILE;60910000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEF;IV CONCURSO DE INVESTIGACION TECNOLOGICA FONDEF 2015;IT15I10074;2015;2016;CLAUDIA ZUNIGA RIVAS;MUJER;BENEFICIARIA ASOCIADA;UNIVERSIDAD DE LA FRONTERA;87912900-1;CHILE;REGION DE LA ARAUCANIA
FONDEF;IV CONCURSO DE INVESTIGACION TECNOLOGICA FONDEF 2015;IT15I10079;2015;2016;CARLOS RODRIGUEZ SICKERT;HOMBRE;BENEFICIARIA PRINCIPAL;UNIVERSIDAD DEL DESARROLLO;71644300-0;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEF;IV CONCURSO DE INVESTIGACION TECNOLOGICA FONDEF 2015;IT15I10081;2015;2016;RENATO HUNTER ALARCON;HOMBRE;BENEFICIARIA PRINCIPAL;UNIVERSIDAD DE LA FRONTERA;87912900-1;CHILE;REGION DE LA ARAUCANIA
FONDEF;IV CONCURSO DE INVESTIGACION TECNOLOGICA FONDEF 2015;IT15I10085;2015;2016;JORGE AMAYA ARRIAGADA;HOMBRE;BENEFICIARIA PRINCIPAL;UNIVERSIDAD DE CHILE;60910000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEF;IV CONCURSO DE INVESTIGACION TECNOLOGICA FONDEF 2015;IT15I10086;2015;2016;JUAN VELOZO SOTO;HOMBRE;BENEFICIARIA PRINCIPAL;UNIVERSIDAD MAYOR;71500500-K;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEF;IV CONCURSO DE INVESTIGACION TECNOLOGICA FONDEF 2015;IT15I10095;2015;2016;MAGALY CABROLIE VARGAS;MUJER;BENEFICIARIA ASOCIADA;FUNDACION LA FRONTERA;70208100-9;CHILE;REGION DE LA ARAUCANIA
FONDEF;IV CONCURSO DE INVESTIGACION TECNOLOGICA FONDEF 2015;IT15I10095;2015;2016;MAGALY CABROLIE VARGAS;MUJER;BENEFICIARIA PRINCIPAL;UNIVERSIDAD CATOLICA DE TEMUCO;71918700-5;CHILE;REGION DE LA ARAUCANIA
FONDEF;PRIMER CONCURSO IDEA EN DOS ETAPAS TEMATICO EN ADULTO MAYOR 2016;ID16AM0006;2016;2016;CAROLINA RIVEROS;MUJER;ENTIDAD ASOCIADA;GLOBAL DEVELPOMENT INSTITUTE;NO APLICA;REINO UNIDO DE GB E IRLANDA DEL NORTE;NO REGISTRA REGION
FONDEF;PRIMER CONCURSO IDEA EN DOS ETAPAS TEMATICO EN ADULTO MAYOR 2016;ID16AM0006;2016;2016;CAROLINA RIVEROS;MUJER;ENTIDAD ASOCIADA;ILUSTRE MUNICIPALIDAD DE SAN JOAQUIN;SIN INFORMACION;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEF;PRIMER CONCURSO IDEA EN DOS ETAPAS TEMATICO EN ADULTO MAYOR 2016;ID16AM0006;2016;2016;CAROLINA RIVEROS;MUJER;ENTIDAD ASOCIADA;ILUSTRE MUNICIPALIDAD DE TALCA;SIN INFORMACION;CHILE;REGION DEL MAULE
FONDEF;PRIMER CONCURSO IDEA EN DOS ETAPAS TEMATICO EN ADULTO MAYOR 2016;ID16AM0006;2016;2016;CAROLINA RIVEROS;MUJER;ENTIDAD ASOCIADA;IMGB;NO APLICA;ALEMANIA;NO REGISTRA REGION
FONDEF;PRIMER CONCURSO IDEA EN DOS ETAPAS TEMATICO EN ADULTO MAYOR 2016;ID16AM0006;2016;2016;CAROLINA RIVEROS;MUJER;ENTIDAD ASOCIADA;INSTITUT GERONTOLOGIE;NO APLICA;ALEMANIA;NO REGISTRA REGION
FONDEF;PRIMER CONCURSO IDEA EN DOS ETAPAS TEMATICO EN ADULTO MAYOR 2016;ID16AM0006;2016;2016;CAROLINA RIVEROS;MUJER;ENTIDAD ASOCIADA;INSTITUTO IBEROAMERICANO DE INVESTIGACIONES ECONOMICAS;NO APLICA;ALEMANIA;NO REGISTRA REGION
FONDEF;PRIMER CONCURSO IDEA EN DOS ETAPAS TEMATICO EN ADULTO MAYOR 2016;ID16AM0006;2016;2016;CAROLINA RIVEROS;MUJER;ENTIDAD ASOCIADA;SENAMA;61961000-8;CHILE;NO REGISTRA REGION
FONDEF;PRIMER CONCURSO IDEA EN DOS ETAPAS TEMATICO EN ADULTO MAYOR 2016;ID16AM0006;2016;2016;CAROLINA RIVEROS;MUJER;BENEFICIARIA PRINCIPAL;UNIVERSIDAD DE TALCA;70885500-6;CHILE;REGION DEL MAULE
FONDEF;PRIMER CONCURSO IDEA EN DOS ETAPAS TEMATICO EN ADULTO MAYOR 2016;ID16AM0007;2016;2016;MARIA SEPULVEDA CARRENO;MUJER;INTERESADA;DIRECCION DE ADMINISTRACION EN SALUD-HUALPEN;69264400-K;CHILE;NO REGISTRA REGION
FONDEF;PRIMER CONCURSO IDEA EN DOS ETAPAS TEMATICO EN ADULTO MAYOR 2016;ID16AM0007;2016;2016;MARIA SEPULVEDA CARRENO;MUJER;INTERESADA;INSTITUTO DE NEFROLOGIA CONCEPCION;76038140-3;CHILE;NO REGISTRA REGION
FONDEF;PRIMER CONCURSO IDEA EN DOS ETAPAS TEMATICO EN ADULTO MAYOR 2016;ID16AM0007;2016;2016;MARIA SEPULVEDA CARRENO;MUJER;INTERESADA;LABORATORIO PASTEUR S.A.;87674400-7;CHILE;REGION DEL BIO-BIO
FONDEF;PRIMER CONCURSO IDEA EN DOS ETAPAS TEMATICO EN ADULTO MAYOR 2016;ID16AM0007;2016;2016;MARIA SEPULVEDA CARRENO;MUJER;INTERESADA;REDFARMA;76038735-5;CHILE;NO REGISTRA REGION
FONDEF;PRIMER CONCURSO IDEA EN DOS ETAPAS TEMATICO EN ADULTO MAYOR 2016;ID16AM0007;2016;2016;MARIA SEPULVEDA CARRENO;MUJER;INTERESADA;SENAMA;61961000-8;CHILE;NO REGISTRA REGION
FONDEF;PRIMER CONCURSO IDEA EN DOS ETAPAS TEMATICO EN ADULTO MAYOR 2016;ID16AM0007;2016;2016;MARIA SEPULVEDA CARRENO;MUJER;INTERESADA;SOCIEDAD DE MEDICINA INTERNA;65476470-0;CHILE;NO REGISTRA REGION
FONDEF;PRIMER CONCURSO IDEA EN DOS ETAPAS TEMATICO EN ADULTO MAYOR 2016;ID16AM0007;2016;2016;MARIA SEPULVEDA CARRENO;MUJER;BENEFICIARIA PRINCIPAL;UNIVERSIDAD DE CONCEPCION;81494400-K;CHILE;REGION DEL BIO-BIO
FONDEF;PRIMER CONCURSO IDEA EN DOS ETAPAS TEMATICO EN ADULTO MAYOR 2016;ID16AM0046;2016;2016;JUAN VELASQUEZ SILVA;HOMBRE;INTERESADA;SERVICIO DE SALUD AYSEN;61607800-3;CHILE;NO REGISTRA REGION
FONDEF;PRIMER CONCURSO IDEA EN DOS ETAPAS TEMATICO EN ADULTO MAYOR 2016;ID16AM0046;2016;2016;JUAN VELASQUEZ SILVA;HOMBRE;INTERESADA;SERVICIO NACIONAL DEL ADULTO MAYOR;61961000-8;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEF;PRIMER CONCURSO IDEA EN DOS ETAPAS TEMATICO EN ADULTO MAYOR 2016;ID16AM0046;2016;2016;JUAN VELASQUEZ SILVA;HOMBRE;BENEFICIARIA PRINCIPAL;UNIVERSIDAD DE CHILE;60910000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEF;PRIMER CONCURSO IDEA EN DOS ETAPAS TEMATICO EN ADULTO MAYOR 2016;ID16AM0074;2016;2016;ESTER FECCI PEREZ;MUJER;INTERESADA;SERVICIO NACIONAL DEL ADULTO MAYOR;61961000-8;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEF;PRIMER CONCURSO IDEA EN DOS ETAPAS TEMATICO EN ADULTO MAYOR 2016;ID16AM0074;2016;2016;ESTER FECCI PEREZ;MUJER;BENEFICIARIA PRINCIPAL;UNIVERSIDAD AUSTRAL DE CHILE;81380500-6;CHILE;REGION DE LOS RIOS
FONDEF;PRIMER CONCURSO IDEA EN DOS ETAPAS TEMATICO EN ADULTO MAYOR 2016;ID16AM0080;2016;2016;EDUARDO TOBAR ALMONACID;HOMBRE;INTERESADA;INSTITUTO DE GERIATRIA;61608403-8;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEF;PRIMER CONCURSO IDEA EN DOS ETAPAS TEMATICO EN ADULTO MAYOR 2016;ID16AM0080;2016;2016;EDUARDO TOBAR ALMONACID;HOMBRE;BENEFICIARIA PRINCIPAL;UNIVERSIDAD DE CHILE;60910000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEF;PRIMER CONCURSO IDEA EN DOS ETAPAS TEMATICO EN ADULTO MAYOR 2016;ID16AM0082;2016;2016;NELSON OSSES RIVERA;HOMBRE;BENEFICIARIA ASOCIADA;CENTRO REGIONAL DE ESTUDIOS EN ALIMENTOS SALUDABLES;65072516-6;CHILE;REGION DE VALPARAISO
FONDEF;PRIMER CONCURSO IDEA EN DOS ETAPAS TEMATICO EN ADULTO MAYOR 2016;ID16AM0082;2016;2016;NELSON OSSES RIVERA;HOMBRE;BENEFICIARIA PRINCIPAL;PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO;81669200-8;CHILE;REGION DE VALPARAISO
FONDEF;PRIMER CONCURSO IDEA EN DOS ETAPAS TEMATICO EN ADULTO MAYOR 2016;ID16AM0082;2016;2016;NELSON OSSES RIVERA;HOMBRE;ENTIDAD ASOCIADA;SANTA BARBARA SPA;76323785-0;CHILE;NO REGISTRA REGION
FONDEF;PRIMER CONCURSO IDEA EN DOS ETAPAS TEMATICO EN ADULTO MAYOR 2016;ID16AM0082;2016;2016;NELSON OSSES RIVERA;HOMBRE;BENEFICIARIA ASOCIADA;UNIVERSIDAD DE LOS ANDES;71614000-8;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEF;III CONCURSO IDEA EN DOS ETAPAS 2016;ID16I10001;2016;2016;RAUL MUNOZ ALVARADO;HOMBRE;BENEFICIARIA PRINCIPAL;UNIVERSIDAD DE CHILE;60910000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEF;III CONCURSO IDEA EN DOS ETAPAS 2016;ID16I10005;2016;2016;GUILLERMO GONZALEZ MORAGA;HOMBRE;BENEFICIARIA PRINCIPAL;UNIVERSIDAD DE CHILE;60910000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEF;III CONCURSO IDEA EN DOS ETAPAS 2016;ID16I10013;2016;2016;MARIA ANGELICA LARRAIN BARTH;MUJER;BENEFICIARIA PRINCIPAL;UNIVERSIDAD DE CHILE;60910000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEF;III CONCURSO IDEA EN DOS ETAPAS 2016;ID16I10017;2016;2016;RICARDO SOTO RIFO;HOMBRE;BENEFICIARIA PRINCIPAL;UNIVERSIDAD DE CHILE;60910000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEF;III CONCURSO IDEA EN DOS ETAPAS 2016;ID16I10018;2016;2016;JORGE TORO YAGUI;HOMBRE;BENEFICIARIA PRINCIPAL;UNIVERSIDAD AUSTRAL DE CHILE;81380500-6;CHILE;REGION DE LOS RIOS
FONDEF;III CONCURSO IDEA EN DOS ETAPAS 2016;ID16I10027;2016;2016;MARIA MOLINA SAMPAYO;MUJER;BENEFICIARIA PRINCIPAL;UNIVERSIDAD DE CHILE;60910000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEF;III CONCURSO IDEA EN DOS ETAPAS 2016;ID16I10031;2016;2016;PAMELA CARO MOLINA;MUJER;BENEFICIARIA PRINCIPAL;UNIVERSIDAD SANTO TOMAS;71551500-8;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEF;III CONCURSO IDEA EN DOS ETAPAS 2016;ID16I10038;2016;2016;DANIEL PAREDES SABJA;HOMBRE;BENEFICIARIA PRINCIPAL;UNIVERSIDAD ANDRES BELLO;71540100-2;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEF;III CONCURSO IDEA EN DOS ETAPAS 2016;ID16I10045;2016;2016;DANIEL GARRIDO CORTES;HOMBRE;BENEFICIARIA PRINCIPAL;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;81698900-0;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEF;III CONCURSO IDEA EN DOS ETAPAS 2016;ID16I10045;2016;2016;DANIEL GARRIDO CORTES;HOMBRE;BENEFICIARIA ASOCIADA;UNIVERSIDAD DE CHILE;60910000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEF;III CONCURSO IDEA EN DOS ETAPAS 2016;ID16I10048;2016;2016;CARLOS GARCIA GARCIA;HOMBRE;BENEFICIARIA PRINCIPAL;UNIVERSIDAD TECNICA FEDERCO SANTA MARIA;81668700-4;CHILE;REGION DE VALPARAISO
FONDEF;III CONCURSO IDEA EN DOS ETAPAS 2016;ID16I10060;2016;2016;RUBEN ALVARADO MUNOZ;HOMBRE;BENEFICIARIA PRINCIPAL;UNIVERSIDAD DE CHILE;60910000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEF;III CONCURSO IDEA EN DOS ETAPAS 2016;ID16I10090;2016;2016;MARIA VARAS SCHEUCH;MUJER;BENEFICIARIA PRINCIPAL;UNIVERSIDAD DE CHILE;60910000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEF;III CONCURSO IDEA EN DOS ETAPAS 2016;ID16I10092;2016;2016;ARIEL VALENZUELA SALDIAS;HOMBRE;BENEFICIARIA PRINCIPAL;UNIVERSIDAD DE CONCEPCION;81494400-K;CHILE;REGION DEL BIO-BIO
FONDEF;III CONCURSO IDEA EN DOS ETAPAS 2016;ID16I10101;2016;2016;MARIANA CASAS ATALA;MUJER;BENEFICIARIA PRINCIPAL;UNIVERSIDAD DE CHILE;60910000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEF;III CONCURSO IDEA EN DOS ETAPAS 2016;ID16I10105;2016;2016;ALEX FLORES MARADIAGA;HOMBRE;BENEFICIARIA PRINCIPAL;UNIVERSIDAD TECNICA FEDERCO SANTA MARIA;81668700-4;CHILE;REGION DE VALPARAISO
FONDEF;III CONCURSO IDEA EN DOS ETAPAS 2016;ID16I10114;2016;2016;MARCOS ZUNIGA BARRAZA;HOMBRE;BENEFICIARIA PRINCIPAL;UNIVERSIDAD TECNICA FEDERCO SANTA MARIA;81668700-4;CHILE;REGION DE VALPARAISO
FONDEF;III CONCURSO IDEA EN DOS ETAPAS 2016;ID16I10119;2016;2016;SALOME MARTINEZ SALAZAR;MUJER;BENEFICIARIA PRINCIPAL;UNIVERSIDAD DE CHILE;60910000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEF;III CONCURSO IDEA EN DOS ETAPAS 2016;ID16I10122;2016;2016;MARCELO OLIVARES ACUNA;HOMBRE;BENEFICIARIA PRINCIPAL;UNIVERSIDAD DE CHILE;60910000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEF;III CONCURSO IDEA EN DOS ETAPAS 2016;ID16I10128;2016;2016;RAUL O'RYAN GALLARDO;HOMBRE;BENEFICIARIA PRINCIPAL;UNIVERSIDAD ADOLFO IBANEZ;71543200-5;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEF;III CONCURSO IDEA EN DOS ETAPAS 2016;ID16I10128;2016;2016;RAUL O'RYAN GALLARDO;HOMBRE;BENEFICIARIA ASOCIADA;UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION;71915800-5;CHILE;REGION DEL BIO-BIO
FONDEF;III CONCURSO IDEA EN DOS ETAPAS 2016;ID16I10136;2016;2016;GONZALO MONTES ATENAS;HOMBRE;BENEFICIARIA PRINCIPAL;UNIVERSIDAD DE CHILE;60910000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEF;III CONCURSO IDEA EN DOS ETAPAS 2016;ID16I10140;2016;2016;ROBERTO VIDAL ALVAREZ;HOMBRE;BENEFICIARIA ASOCIADA;UNIVERSIDAD DE CONCEPCION;81494400-K;CHILE;REGION DEL BIO-BIO
FONDEF;III CONCURSO IDEA EN DOS ETAPAS 2016;ID16I10140;2016;2016;ROBERTO VIDAL ALVAREZ;HOMBRE;BENEFICIARIA PRINCIPAL;UNIVERSIDAD DE CHILE;60910000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEF;III CONCURSO IDEA EN DOS ETAPAS 2016;ID16I10141;2016;2016;FRANCISCO MELO LEDERMANN;HOMBRE;BENEFICIARIA PRINCIPAL;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;81698900-0;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEF;III CONCURSO IDEA EN DOS ETAPAS 2016;ID16I10142;2016;2016;PABLO GONZALEZ CISTERNA;HOMBRE;BENEFICIARIA PRINCIPAL;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;81698900-0;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEF;III CONCURSO IDEA EN DOS ETAPAS 2016;ID16I10142;2016;2016;PABLO GONZALEZ CISTERNA;HOMBRE;BENEFICIARIA ASOCIADA;UNIVERSIDAD DE VALPARAISO;60921000-1;CHILE;REGION DE VALPARAISO
FONDEF;III CONCURSO IDEA EN DOS ETAPAS 2016;ID16I10145;2016;2016;EDIO MALDONADO MALDONADO;HOMBRE;BENEFICIARIA PRINCIPAL;UNIVERSIDAD DE CHILE;60910000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEF;III CONCURSO IDEA EN DOS ETAPAS 2016;ID16I10148;2016;2016;MERCEDES LOPEZ NITSCHE;MUJER;BENEFICIARIA PRINCIPAL;UNIVERSIDAD DE CHILE;60910000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEF;III CONCURSO IDEA EN DOS ETAPAS 2016;ID16I10154;2016;2016;EDUARDO TARIFENO SILVA;HOMBRE;BENEFICIARIA PRINCIPAL;UNIVERSIDAD DE CONCEPCION;81494400-K;CHILE;REGION DEL BIO-BIO
FONDEF;III CONCURSO IDEA EN DOS ETAPAS 2016;ID16I10157;2016;2016;GONZALO MONTALVA ALVARADO;HOMBRE;BENEFICIARIA PRINCIPAL;UNIVERSIDAD DE CONCEPCION;81494400-K;CHILE;REGION DEL BIO-BIO
FONDEF;III CONCURSO IDEA EN DOS ETAPAS 2016;ID16I10159;2016;2016;SVETLANA USHAK;MUJER;BENEFICIARIA PRINCIPAL;UNIVERSIDAD DE ANTOFAGASTA;70791800-4;CHILE;REGION DE ANTOFAGASTA
FONDEF;III CONCURSO IDEA EN DOS ETAPAS 2016;ID16I10185;2016;2016;FRANCISCA BRONFMAN CACERES;MUJER;BENEFICIARIA PRINCIPAL;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;81698900-0;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEF;III CONCURSO IDEA EN DOS ETAPAS 2016;ID16I10186;2016;2016;NANCY HITSCHFELD KAHLER;MUJER;BENEFICIARIA PRINCIPAL;UNIVERSIDAD DE CHILE;60910000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEF;III CONCURSO IDEA EN DOS ETAPAS 2016;ID16I10190;2016;2016;MANUEL MELENDREZ CASTRO;HOMBRE;BENEFICIARIA PRINCIPAL;UNIVERSIDAD DE CONCEPCION;81494400-K;CHILE;REGION DEL BIO-BIO
FONDEF;III CONCURSO IDEA EN DOS ETAPAS 2016;ID16I10196;2016;2016;JOSE REYES SUAREZ;HOMBRE;BENEFICIARIA PRINCIPAL;UNIVERSIDAD DE TALCA;70885500-6;CHILE;REGION DEL MAULE
FONDEF;III CONCURSO IDEA EN DOS ETAPAS 2016;ID16I10206;2016;2016;PATRICIO GALEAS ECHEVERRIA;HOMBRE;BENEFICIARIA PRINCIPAL;UNIVERSIDAD DE LA FRONTERA;87912900-1;CHILE;REGION DE LA ARAUCANIA
FONDEF;III CONCURSO IDEA EN DOS ETAPAS 2016;ID16I10206;2016;2016;PATRICIO GALEAS ECHEVERRIA;HOMBRE;BENEFICIARIA ASOCIADA;UNIVERSIDAD DE TALCA;70885500-6;CHILE;REGION DEL MAULE
FONDEF;III CONCURSO IDEA EN DOS ETAPAS 2016;ID16I10206;2016;2016;PATRICIO GALEAS ECHEVERRIA;HOMBRE;BENEFICIARIA ASOCIADA;UNIVERSIDAD DEL BIO-BIO;60911006-6;CHILE;REGION DEL BIO-BIO
